file,whisper_script,assigned_label,wer_error
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/095/095_000000116.wav,tám mươi sáu đến năm một ngàn tám trăm tám mươi bảy là thời gian của những cơn đau đầu khủng khiếp và những giọt nước mắt cay đắng,tám trăm tám mươi bảy là thời gian của những cơn đau đầu khủng khiếp và những giọt nước mắt cay đắng,31.81818182
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/086/086_000003741.wav,lại các tướng maria jesus joseph lại một đống nữa max quay đầu lại xin lỗi những từ ngữ anh nói ra trơn tuột và nhỏ bé,lại một đống nữa max quay đầu lại và xin lỗi những từ ngữ anh nói ra trơn tuột và nhỏ bé,31.81818182
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/167/167_000001831.wav,cả tôi nữa tất cả chúng tôi tề tựu trong căn nhà vòm của mình vì một mục đích duy nhất là được tĩnh lặng,cả chúng tôi tê tựu trong căn nhà vòm của mình vì một mục đích duy nhâ t là được tĩnh lặng,31.81818182
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/290/290_000000126.wav,những người chống đốt xã hội nguy hiểm bao gồm cả người trưởng thành và thanh thiếu niên những người này gây án chủ yếu vì mục đích,sự hiểm bao gồm cả người trưởng thành và thanh thiếu niên những người này gây án chủ yếu vì mục đích,31.81818182
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/167/167_000001755.wav,cuộc sống là vũ công còn bạn là điệu nhảy niềm vui và sức sống nảy sinh từ chỗ,là vũ công còn bạn là điệu nhảy niê m vui và sức sô ng nảy sinh từ chỗ,31.57894737
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/167/167_000002717.wav,định luận này phát huy tác dụng bất cứ lúc nào bất kể bạn có nhận ra hay không,này phát huy tác dụng bâ t cứ lúc nào bâ t kể bạn có nhận ra hay không,31.57894737
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/027/027_000004255.wav,bị rút được trả tiền để đánh những cú hôn răng và đã đánh bảy trăm mười bốn quả,được trả tiền để đánh những cú home run ba mươi và đã đánh bảy trăm mười bốn quả,31.57894737
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/088/088_000014732.wav,nguyên hiến nói thúc vũ còn có lòng với anh chả lẽ ta lại dám quên vua hay sao,nói thúc vũ còn có lòng tử tế với anh nữa là ta lại dám quên vua hay sao,31.57894737
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/060/060_000003218.wav,hãy trung bình hãy đưa ông cụ vào một nhà nào gần đây để cho ông cụ nghỉ ngơi,hãy đưa ông cụ vào một nhà nào gần đây để cho ông cụ nằm nghỉ,31.25
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/138/138_000002553.wav,ngọn ruồi quái ác như lưỡi dao sắt băm dọc trên hai đoạn đùi còn lại,quái ác như lưỡi dao sắc băm dọc xương đùi trên hai đoạn đùi còn lại,31.25
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/072/072_000007612.wav,làm nghèo đời sống dân sự nó cũng tạo điều kiện cho chủ nghĩa tín điều hẹp hòi cố chấp,hãi sự nó cũng tạo điều kiện cho chủ nghĩa tín điều hẹp hòi cố chấp,31.25
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/061/061_000012016.wav,chính cái nhìn ấy đã quen lôi vào tròng quán bao nhiêu kẻ khốn khổn,cái nhìn ấy hắn đã quen lôi vào tròng của hắn bao nhiêu kẻ khốn khổ,31.25
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/139/139_000013497.wav,một ngàn tám trăm bốn mốt một ngàn tám trăm bốn bảy niên hiệu thiệu trị,tám trăm bốn mươi mốt một nghìn tám trăm bốn mươi bảy niên hiệu thiệu trị,31.25
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/139/139_000013596.wav,một ngàn tám trăm bốn bảy một ngàn tám trăm tám ba niên hiệu tự đức,tám trăm bốn mươi bảy một nghìn tám trăm tám mươi ba niên hiệu tự đức,31.25
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/117/117_000006379.wav,điện giun nếu dông điện quá yếu tế bào sẽ dần dần bị biến đổi thành tế bào kỳ khí,điện quá yếu tế bào sẽ dần dần bị biến đổi thành tế bào kị khí,31.25
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/011/011_000000614.wav,nhắc lại số lượng lớn vì nếu bạn chỉ tạo ra được một cái thì dĩ nhiên là không đủ,chuyện vì nếu bạn chỉ tạo ra được một cái thì dĩ nhiên là không đủ,31.25
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/050/050_000002990.wav,không biết anh ấy nói phải hợp tác thế nào với ta một kẻ không có khả năng hài lòng,nuôi phải hợp tác thế nào với ta một kẻ không có khả năng hài lòng,31.25
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/050/050_000000711.wav,và cũng không thể tính tương đối vì cho dù có thêm vào bao nhiêu quả bóng đi chăng nữa,tìm tương đối vì cho dù có thêm vào bao nhiêu quả bóng đi chăng nữa,31.25
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/167/167_000001248.wav,tôi biết khi trưởng thành đã đến lúc mình ra đi đôi khi việc ra đi khiến tôi khiếp sợ nhưng nó luôn dạy tôi rằng ý nghĩa đích thực,khi trưởng thành đã đê n lúc mình ra đi đôi khi việc ra đi khiê n tôi khiê p sợ nhưng nó luôn dạy tôi ră ng ý nghĩa đích thực,31.25
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/116/116_000000411.wav,vừa hoảng sợ vừa đau tim vừa hoa lau mặc dù cơ thể không hề thay đổi gì cả,vừa đau tim vừa ho lao mặc dù cơ thể không hề thay đổi gì cả,31.25
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/129/129_000002036.wav,nhiều bữa mới chín nhiều quá nó phải rủ bọn trẻ đến cho chúng ăn thoải mái,nhiều quá nó phải rủ bọn trẻ đến cho chúng ăn thoải mái,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/092/092_000002970.wav,trương y dọc đường cùng hầu sửu nói chuyện vui như anh em,dọc đường cùng hầu sửu uống rượu nói chuyện vui như anh em,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/167/167_000002060.wav,nếu tôi không làm thế liệu kính chắn gió có bị nứt không,tôi không làm thê liệu kính chă n gió có bị nứt không,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/086/086_000004809.wav,đã đến lúc rồi đã đến lúc bà phải giặt mớ đồ hôi hám của mình rồi,đã đến lúc bà phải giặt mớ đồ hôi hám của mình rồi,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/001/001_000002146.wav,anh sắp lên đường anh muốn em biết rằng anh sẽ trở lại anh yêu em vì,anh muốn em biết rằng anh sẽ trở lại anh yêu em vì,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/163/163_000005547.wav,mùng một tháng giêng tây năm một ngàn chín trăm ba mươi chín,một tháng giêng tây một một một nghìn chín trăm ba mươi chín,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/124/124_000007115.wav,có sần tè nít có suối có rừng và có cửa hàng ăn đặc sản trời ơi,có suối có rừng và có cửa hàng ăn đặc sản trời ơi,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/830/830_000000330.wav,giải quyết rất đơn giản nhanh chóng các thêm không phải lo quá,quyết rất đơn giản và nhanh chóng các thím k phải lo quá,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/180/180_000002716.wav,nên con phải làm ban đêm chứ sao chị dậu chưa hết sợ,phải làm ban đêm chứ làm sao chị dậu vẫn chưa hết sợ,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/162/162_000000499.wav,năm nhà không ngủ được dù đêm trước trượt thúp lòi mắt người bãi quái chạy ra chạy vào không làm cái gì ra hôn,nhà không ngủ được mặc dù đêm trước trực thức lòi mắt người bải hoải chạy ra chạy vào không làm được cái gì ra hồn,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/136/136_000001018.wav,thì bọn chúng bao vây vòng ngoài rất chặt chẽ và bền bỉ,chúng bao vây vòng ngoài ngoại tuyến rất chặt chẽ và bền bỉ,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/088/088_000000066.wav,mình đã có cái mình muốn tôi lại nhìn xa hơn những anh chị làm phiên dịch,mình muốn tôi lại nhìn xa hơn những anh chị làm phiên dịch,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/472/472_000000066.wav,mình đã có cái mình muốn tôi lại nhìn xa hơn những anh chị làm phiên dịch,mình muốn tôi lại nhìn xa hơn những anh chị làm phiên dịch,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/335/335_000000130.wav,toàn là cảm giác tích cực có người sẽ không cảm thấy gì,là cảm giác tích cực sẽ có người không hề cảm thấy gì,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/057/057_000010709.wav,trong bốn trăm ba mươi ba bảo lộc ta sống và ý thức,bốn trăm ba mươi ba tt bao lâu ta sống và ý thức,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/066/066_000000108.wav,theo kiểu gọi tất cả ứng viên trong một cuộc thi là ứng viên tìm năng hay gọi người lạ là ngài vì không giớt,kiểu gọi tất cả ứng viên của một cuộc thi là những nhà vô địch tiềm năng hay gọi người lạ là ngài vì không nhớ,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/726/726_000000130.wav,toàn là cảm giác tích cực có người sẽ không cảm thấy gì,là cảm giác tích cực sẽ có người không hề cảm thấy gì,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/088/088_000008051.wav,cung tử tang em thấy tử hoa tính ưa những sự kỳ quặc,tử tang em thế tử hoa tính hay thích những sự kỳ quặc,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/143/143_000005013.wav,thế a giao thế nhiệm vụ đặc biệt của an ninh quân đội thái đáp liệu,thế nhiệm vụ đặc biệt của an ninh quân đội thái đáp liều,30.76923077
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/071/071_000007895.wav,năm một nghìn sáu trăm tám nhăm một nghìn bảy trăm năm ba chết da người anh giám mục địa phận loj,một nghìn sáu trăm tám mươi lăm một nghìn bảy trăm năm mươi ba triết gia người anh giám mục địa phận cloyne,30.43478261
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/105/105_000006058.wav,và không thể thay đổi một người do thái ngoan đạo sẽ nói rằng đó là hệ thống luật lệ đạo đức,không thể thay đổi chúng một người jevê kép sùng đạo sẽ nói rằng đây là hệ thống những luật lệ đạo đức,30.43478261
